Head X,Head Y,Head Pressure,Hip Bone X,Hip Bone Y,Hip Bone Pressure,Legs X,Legs Y,Legs Pressure,Subject,Position
22.189922480620154,6.833333333333333,5.859382229791773,16.5,22.0,371.9253553648608,7.5,50.0,1.836709360406758,4,0
22.67479674796748,6.699186991869919,5.333884260340047,16.0,25.0,500.0,7.5,50.0,1.8052264826264421,4,0
22.189922480620154,6.833333333333333,5.977751543481434,16.5,22.0,371.49004198550887,7.5,50.0,1.8902006238687943,4,0
22.189922480620154,6.833333333333333,5.8677035875156935,16.5,22.0,372.3386636247094,7.5,50.0,1.8442119680204963,4,0
22.60483870967742,6.705645161290323,5.336071763136152,16.5,22.0,372.59493219559096,7.5,50.0,1.7965986078304244,4,0
22.60483870967742,6.705645161290323,5.363914854855335,16.5,22.0,372.779819504551,7.5,50.0,1.8146521517264687,4,0
22.189922480620154,6.833333333333333,5.848767510528994,16.5,22.0,371.73839940316964,7.5,50.0,1.8352554375519774,4,0
22.189922480620154,6.833333333333333,5.9378454690377485,16.5,22.0,371.0399880744557,7.5,50.0,1.862595528688926,4,0
22.189922480620154,6.833333333333333,5.846513864362753,16.5,22.0,371.73412531812585,7.5,50.0,1.8351732717005933,4,0
22.60483870967742,6.705645161290323,5.392849600176676,16.5,22.0,372.3197357133243,7.5,50.0,1.8239706766125383,4,0
17.5,7.75,382.98388222377594,17.1203007518797,26.766917293233085,46.17844126117732,21.842105263157894,40.3421052631579,39.967069723683636,4,2
16.333333333333332,9.333333333333334,438.7577014495969,17.045454545454547,26.606060606060606,47.819188833625674,21.804878048780488,40.29268292682927,38.89670736544352,4,2
17.5,7.75,384.0608190574642,17.097014925373134,26.67910447761194,45.82274053036361,21.5,40.476190476190474,38.77546280333716,4,2
17.5,7.75,384.9609625684738,17.1203007518797,26.766917293233085,45.664777755713935,21.842105263157894,40.3421052631579,40.00008044616779,4,2
17.5,7.75,386.2913779376718,17.068702290076335,26.69465648854962,46.87513122367034,21.5,40.476190476190474,37.697388881014774,4,2
16.333333333333332,9.333333333333334,438.3455534563402,17.12121212121212,26.742424242424242,46.492270896821445,21.842105263157894,40.3421052631579,40.21382761127918,4,2
17.5,7.75,384.7711440852464,17.1203007518797,26.766917293233085,45.988196805030164,21.5,40.476190476190474,37.553181991626396,4,2
17.5,7.75,380.13478510532195,17.143939393939394,26.84090909090909,45.87987387994201,22.18918918918919,40.13513513513514,39.74843468764023,4,2
17.5,7.75,382.3613939296672,17.1203007518797,26.766917293233085,46.07107003846695,22.18918918918919,40.13513513513514,39.96140013602707,4,2
17.5,7.75,384.0766518082356,17.15909090909091,26.795454545454547,45.888124882592905,21.5,40.476190476190474,38.22300713971847,4,2
