0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	105	315	402	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	31	467	541	772	476	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	44	232	387	343	359	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	74	166	244	691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	70	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	12	62	21	128	0	0	4	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	83	0	0	76	156	122	82	57	22	48	85	0	40	28	12	0	1	33	0	0	0	0	0	0	0	0	0	
0	0	0	0	96	61	0	137	83	64	119	83	68	212	89	0	41	50	20	14	16	20	0	48	0	0	0	0	0	0	0	
0	0	0	34	112	89	0	135	126	137	251	125	117	209	128	59	105	174	174	163	127	67	10	57	2	0	0	0	0	0	0	
0	0	0	44	98	21	18	78	352	479	372	220	152	324	107	87	182	268	203	204	206	125	36	47	15	9	0	0	0	0	0	
0	0	0	0	73	0	0	19	142	178	279	309	124	323	86	84	76	108	157	164	141	109	13	0	0	0	0	0	0	0	0	
0	0	0	29	52	0	0	72	143	112	261	600	155	372	169	127	129	132	169	78	22	31	14	0	0	10	0	0	0	0	0	
0	0	0	0	67	0	0	105	85	78	176	344	83	382	202	85	127	138	159	74	57	56	0	0	0	24	0	0	0	0	0	
0	0	0	24	52	0	0	7	80	38	257	270	115	520	192	9	135	200	277	173	52	19	0	0	0	16	0	0	0	0	0	
0	0	0	28	41	0	0	0	62	44	190	115	197	276	119	0	85	210	228	92	23	0	0	0	0	0	0	0	0	0	0	
0	0	42	448	318	0	0	0	236	91	233	123	321	279	144	8	194	318	307	153	56	23	0	0	44	77	0	0	0	0	0	
0	0	73	226	338	12	0	0	38	15	110	88	137	441	107	0	45	151	170	72	25	0	0	0	120	508	0	0	0	0	0	
0	0	0	16	24	0	0	0	4	0	87	56	83	222	59	0	32	59	86	12	0	0	0	0	24	197	0	0	0	0	0	
0	0	0	5	0	0	0	0	45	37	124	86	49	258	0	0	0	1	34	24	0	0	0	0	0	0	0	0	0	0	0	
0	0	72	27	0	0	0	0	118	120	154	159	31	222	21	0	24	54	49	21	22	0	0	0	0	0	0	0	0	0	0	
